year,region,harvest,anomaly
1700,alsace,42.9,-0.91
1701,alsace,35.9,-0.76
1702,alsace,45,-1.4
1703,alsace,49.4,-1.21
1704,alsace,30.4,-0.44
1705,alsace,46.9,-0.76
1706,alsace,38.7,-1.04
1707,alsace,44,-1.3
1708,alsace,32,-1.51
1709,alsace,29.9,-2.13
1710,alsace,37.9,-0.02
1711,alsace,39.4,-0.09
1712,alsace,37.9,-0.37
1713,alsace,44.9,-0.87
1714,alsace,47.9,-0.07
1715,alsace,36.4,-0.07
1716,alsace,44.9,-1.13
1717,alsace,42,-0.47
1718,alsace,21,-0.22
1719,alsace,40.7,-0.02
1720,alsace,40.7,-0.41
1721,alsace,44.4,-0.6
1722,alsace,37,0.79
1723,alsace,38.4,1.46
1724,alsace,39.7,-0.2
1725,alsace,53.9,-0.15
1726,alsace,32,-0.06
1727,alsace,35,0.79
1728,alsace,40,-0.31
1729,alsace,35.9,-0.45
1730,alsace,45.9,0.33
1731,alsace,46.9,-0.26
1732,alsace,36.9,-0.33
1733,alsace,43.4,0.61
1734,alsace,37.7,0.28
1735,alsace,47.9,0.46
1736,alsace,41.7,0.35
1737,alsace,34.7,0.32
1738,alsace,35,0.49
1739,alsace,33.7,-0.79
1740,alsace,49,-2.47
1741,alsace,45.9,-0.19
1742,alsace,52.9,-1.27
1743,alsace,45.4,0.52
1744,alsace,47.4,-0.59
1745,alsace,47.9,-0.78
1747,alsace,42.4,-0.18
1748,alsace,37.9,-0.36
1749,alsace,40.4,-0.13
1750,alsace,44,0.31
1751,alsace,50.9,-0.91
1752,alsace,48.9,0.14
1753,alsace,40,-0.89
1754,alsace,47,-0.87
1755,alsace,37.9,-0.83
1756,alsace,48.9,-0.29
1757,alsace,45.9,0.05
1758,alsace,48,-0.74
1759,alsace,38.3,0.32
1760,alsace,38.8,-0.21
1761,alsace,37.4,0.65
1762,alsace,32.9,0.12
1763,alsace,45.8,-0.15
1764,alsace,38.4,0.4
1765,alsace,45.8,-0.03
1766,alsace,45.9,0.24
1767,alsace,53.3,-0.43
1768,alsace,45.9,-0.53
1769,alsace,41.4,-0.32
1770,alsace,51,-0.18
1771,alsace,42.9,-1.02
1772,alsace,39,-0.26
1773,alsace,50.8,0.83
1774,alsace,41.9,-0.59
1775,alsace,41.8,0.9
1776,alsace,47,-0.25
1777,alsace,51.9,-0.62
1778,alsace,44,-0.1
1779,alsace,43.4,1.08
1780,alsace,42.4,-0.59
1781,alsace,33,0.38
1782,alsace,51.8,-1.24
1783,alsace,38,0.01
1784,alsace,32.9,-1.76
1785,alsace,50.9,-1.68
1786,alsace,47.4,-1.7
1787,alsace,49.8,-0.31
1788,alsace,31.8,-1.08
1803,alsace,49,-0.92
1804,alsace,48,-0.35
1805,alsace,58.4,-1.38
1806,alsace,39,-0.28
1807,alsace,41,-0.66
1808,alsace,46,-1.15
1809,alsace,51.9,-1.32
1810,alsace,51,-1.26
1811,alsace,34,0.1
1812,alsace,52,-1.77
1813,alsace,49,-0.54
1814,alsace,48,-1.66
1815,alsace,38,-0.7
1816,alsace,54,-1.54
1817,alsace,46,-0.48
1818,alsace,34,0.17
1819,alsace,40,-0.01
1820,alsace,42,-0.97
1821,alsace,49,-0.27
1822,alsace,2.7,0.78
1823,alsace,50,-0.66
1824,alsace,44.5,0.07
1825,alsace,36,-0.07
1826,alsace,31,0.51
1827,alsace,35,-0.09
1828,alsace,36,-0.12
1829,alsace,34,-1.85
1830,alsace,24,-0.6
1831,alsace,40,-0.12
1832,alsace,47,-0.76
1833,alsace,24,-0.28
1834,alsace,10.9,0.51
1835,alsace,39,-0.55
1836,alsace,39.5,-0.57
1837,alsace,47.5,-0.94
1838,alsace,37,-1.75
1843,alsace,39.7,-0.19
1844,alsace,46.7,-1.2
1845,alsace,29.7,-1.25
1847,alsace,34.7,-0.61
1848,alsace,35.5,-0.38
1849,alsace,32.5,-0.71
1850,alsace,33.7,-0.72
1851,alsace,39.5,-0.34
1852,alsace,41.9,-0.08
1853,alsace,42.5,-1
1854,alsace,48,-0.24
1855,alsace,45,-1.43
1856,alsace,47,-0.9
1857,alsace,24,0.23
1858,alsace,39.1,-0.2
1859,alsace,28.6,0.48
1860,alsace,41.7,-0.99
1861,alsace,37,-0.24
1862,alsace,20,-0.51
1863,alsace,36,0.6
1864,alsace,42,-1.22
1865,alsace,18,-0.15
1866,alsace,38.1,-0.08
1867,alsace,37,-0.96
1868,alsace,17.9,0.55
1869,alsace,30.6,-0.17
1870,alsace,23,-0.93
1871,alsace,43.3,-1.47
1872,alsace,37,0.52
1873,alsace,36,0.06
1874,alsace,28,-0.22
1875,alsace,31,-1.02
1876,alsace,41,-0.55
1877,alsace,42,-0.56
1878,alsace,34,-0.24
1879,alsace,46,-1.52
1880,alsace,41,-0.26
1881,alsace,25.8,-1.06
1882,alsace,36,-0.07
1883,alsace,35,-0.61
1884,alsace,31,-0.22
1885,alsace,30.3,-0.73
1886,alsace,29,-0.44
1887,alsace,27,-0.93
1889,alsace,23,-0.87
1890,alsace,37,-0.69
1891,alsace,43,-0.78
1893,alsace,14.5,-0.5
1899,alsace,36,-0.14
1900,alsace,35,-0.08
1901,alsace,24,-0.53
1902,alsace,45,-1.11
1903,alsace,43,-0.1
1904,alsace,23,-0.16
1905,alsace,24,-0.35
1906,alsace,32,-0.01
1907,alsace,34,-0.58
1908,alsace,21,-0.7
1909,alsace,24,-1.07
1910,alsace,41,-0.14
1911,alsace,25,0.38
1912,alsace,31,-0.54
1913,alsace,13,0.06
1919,alsace,36,-0.99
1920,alsace,24,0.39
1926,alsace,36,0.07
1932,alsace,41,0.02
1933,alsace,35,-0.41
1934,alsace,11,0.92
1935,alsace,27,0.02
1936,alsace,24,0.1
1937,alsace,15,0.28
1938,alsace,34,0.45
1939,alsace,40,-0.01
1940,alsace,31,-1.24
1941,alsace,42,-1.03
1942,alsace,37,-0.8
1943,alsace,26,0.65
1944,alsace,24,0.01
1945,alsace,9,0.56
1946,alsace,27,-0.03
1947,alsace,26,0.32
1950,alsace,27.9,0.31
1951,alsace,47.9,0.09
1952,alsace,31.9,-0.18
1953,alsace,35.9,0.31
1954,alsace,47.9,-0.48
1955,alsace,49.9,-0.22
1956,alsace,52.9,-1.19
1957,alsace,44.9,0.17
1958,alsace,38.9,-0.14
1959,alsace,33.9,0.54
1960,alsace,42.9,-0.02
1961,alsace,41.9,0.67
1962,alsace,50.9,-0.67
1963,alsace,46.9,-0.81
1964,alsace,37.9,-0.08
1965,alsace,48.9,-0.69
1966,alsace,42.9,-0.04
1967,alsace,41.9,0.22
1968,alsace,46.9,-0.2
1969,alsace,45.9,-0.38
1970,alsace,47.3,-0.32
1971,alsace,36.3,-0.08
1972,alsace,50.7,-0.25
1973,alsace,45,-0.01
1974,alsace,41.7,0.14
1975,alsace,40.7,0.39
1976,alsace,21.7,-0.08
1977,alsace,48.7,0.07
1978,alsace,53,-0.46
1979,alsace,43.9,-0.28
1980,alsace,56.7,-0.46
1981,alsace,36.7,-0.05
1982,alsace,42.7,0.51
1983,alsace,38.9,0.64
1984,alsace,50.9,-0.1
1985,alsace,39.9,-0.43
1986,alsace,44.7,-0.1
1987,alsace,49,-0.26
1988,alsace,37.9,0.67
1989,alsace,29.9,1.18
1990,alsace,35.7,1.22
1991,alsace,40.7,0.21
1992,alsace,32.9,0.89
1993,alsace,25.9,0.26
1994,alsace,28,1.32
1995,alsace,36.7,0.87
1996,alsace,38.7,-0.22
1997,alsace,32.7,0.98
1998,alsace,25.7,0.76
1999,alsace,35.7,1.09
2000,alsace,22.7,1.21
2001,alsace,32.7,0.95
2002,alsace,31.7,1.22
2003,alsace,8,1.28
2004,alsace,34,0.79
2005,alsace,29,0.75
1799,auvergne,46.6,-1.85
1800,auvergne,39.4,-0.47
1801,auvergne,35.4,0.19
1802,auvergne,33.1,-0.3
1804,auvergne,40.6,-0.35
1805,auvergne,51.6,-1.38
1806,auvergne,45,-0.28
1807,auvergne,31.6,-0.66
1808,auvergne,50.9,-1.15
1809,auvergne,58.7,-1.32
1810,auvergne,48.3,-1.26
1811,auvergne,24.1,0.1
1812,auvergne,53.7,-1.77
1813,auvergne,53.1,-0.54
1814,auvergne,36.9,-1.66
1815,auvergne,40,-0.7
1816,auvergne,65.7,-1.54
1817,auvergne,52.2,-0.48
1818,auvergne,37.8,0.17
1819,auvergne,39.9,-0.01
1820,auvergne,46.7,-0.97
1821,auvergne,53.6,-0.27
1822,auvergne,9.1,0.78
1823,auvergne,50.7,-0.66
1824,auvergne,52.3,0.07
1825,auvergne,30,-0.07
1826,auvergne,47,0.51
1827,auvergne,41.9,-0.09
1828,auvergne,40.7,-0.12
1829,auvergne,51.8,-1.85
1830,auvergne,35.7,-0.6
1831,auvergne,43.8,-0.12
1832,auvergne,42.6,-0.76
1833,auvergne,43.1,-0.28
1834,auvergne,32.3,0.51
1835,auvergne,50.6,-0.55
1836,auvergne,51,-0.57
1837,auvergne,49.6,-0.94
1838,auvergne,48.3,-1.75
1839,auvergne,41.5,-0.69
1840,auvergne,40.8,-1.02
1841,auvergne,42.4,-0.32
1842,auvergne,38.5,-0.27
1843,auvergne,56.6,-0.19
1844,auvergne,35.6,-1.2
1845,auvergne,55.8,-1.25
1846,auvergne,29.8,0.26
1847,auvergne,39.5,-0.61
1848,auvergne,41,-0.38
1849,auvergne,41,-0.71
1850,auvergne,51.5,-0.72
1851,auvergne,51.6,-0.34
1852,auvergne,46.2,-0.08
1853,auvergne,57.1,-1
1854,auvergne,48,-0.24
1855,auvergne,51.3,-1.43
1856,auvergne,48.6,-0.9
1857,auvergne,37.4,0.23
1858,auvergne,28.3,-0.2
1859,auvergne,31.8,0.48
1860,auvergne,50.2,-0.99
1861,auvergne,35.8,-0.24
1862,auvergne,33.6,-0.51
1863,auvergne,38.1,0.6
1864,auvergne,38.4,-1.22
1865,auvergne,17.5,-0.15
1866,auvergne,40.7,-0.08
1867,auvergne,39.2,-0.96
1868,auvergne,34.3,0.55
1869,auvergne,34.6,-0.17
1870,auvergne,27.7,-0.93
1871,auvergne,36.3,-1.47
1872,auvergne,40.9,0.52
1873,auvergne,38.6,0.06
1874,auvergne,38.2,-0.22
1875,auvergne,42.3,-1.02
1876,auvergne,42.6,-0.55
1877,auvergne,38,-0.56
1878,auvergne,38.5,-0.24
1879,auvergne,48.2,-1.52
1751,auxerre_avalon,43,-0.91
1752,auxerre_avalon,39,0.14
1753,auxerre_avalon,33,-0.89
1754,auxerre_avalon,44,-0.87
1755,auxerre_avalon,24,-0.83
1756,auxerre_avalon,43,-0.29
1757,auxerre_avalon,33,0.05
1758,auxerre_avalon,27,-0.74
1759,auxerre_avalon,31,0.32
1760,auxerre_avalon,29,-0.21
1761,auxerre_avalon,28,0.65
1762,auxerre_avalon,20,0.12
1763,auxerre_avalon,37,-0.15
1764,auxerre_avalon,33,0.4
1765,auxerre_avalon,37,-0.03
1766,auxerre_avalon,43,0.24
1767,auxerre_avalon,56,-0.43
1768,auxerre_avalon,3,-0.53
1769,auxerre_avalon,39,-0.32
1770,auxerre_avalon,47,-0.18
1771,auxerre_avalon,39,-1.02
1772,auxerre_avalon,35,-0.26
1773,auxerre_avalon,37,0.83
1774,auxerre_avalon,33,-0.59
1775,auxerre_avalon,34,0.9
1776,auxerre_avalon,44,-0.25
1777,auxerre_avalon,46,-0.62
1778,auxerre_avalon,35,-0.1
1779,auxerre_avalon,27,1.08
1780,auxerre_avalon,32,-0.59
1781,auxerre_avalon,24,0.38
1782,auxerre_avalon,44,-1.24
1783,auxerre_avalon,29,0.01
1784,auxerre_avalon,20,-1.76
1785,auxerre_avalon,33,-1.68
1786,auxerre_avalon,46,-1.7
1787,auxerre_avalon,45,-0.31
1788,auxerre_avalon,22,-1.08
1789,auxerre_avalon,42,-0.39
1790,auxerre_avalon,37,-0.24
1791,auxerre_avalon,33,0.31
1792,auxerre_avalon,38,-0.43
1793,auxerre_avalon,37,0.13
1794,auxerre_avalon,15,0.74
1795,auxerre_avalon,35,-0.71
1796,auxerre_avalon,40,0.02
1797,auxerre_avalon,39,0.52
1798,auxerre_avalon,24,0.16
1800,auxerre_avalon,32,-0.47
1801,auxerre_avalon,35,0.19
1802,auxerre_avalon,23,-0.3
1803,auxerre_avalon,33,-0.92
1804,auxerre_avalon,31,-0.35
1805,auxerre_avalon,51,-1.38
1806,auxerre_avalon,29,-0.28
1807,auxerre_avalon,28,-0.66
1808,auxerre_avalon,33,-1.15
1809,auxerre_avalon,45,-1.32
1810,auxerre_avalon,38,-1.26
1811,auxerre_avalon,19,0.1
1812,auxerre_avalon,45,-1.77
1813,auxerre_avalon,44,-0.54
1814,auxerre_avalon,39.5,-1.66
1815,auxerre_avalon,60,-0.7
1816,auxerre_avalon,54,-1.54
1817,auxerre_avalon,43,-0.48
1818,auxerre_avalon,25,0.17
1819,auxerre_avalon,34,-0.01
1820,auxerre_avalon,41,-0.97
1821,auxerre_avalon,48.5,-0.27
1822,auxerre_avalon,2.5,0.78
1823,auxerre_avalon,45.5,-0.66
1824,auxerre_avalon,46,0.07
1825,auxerre_avalon,22.5,-0.07
1826,auxerre_avalon,32,0.51
1827,auxerre_avalon,32.5,-0.09
1828,auxerre_avalon,36,-0.12
1829,auxerre_avalon,44,-1.85
1830,auxerre_avalon,32,-0.6
1831,auxerre_avalon,27.5,-0.12
1832,auxerre_avalon,35.5,-0.76
1833,auxerre_avalon,32.5,-0.28
1834,auxerre_avalon,22,0.51
1835,auxerre_avalon,38,-0.55
1836,auxerre_avalon,36,-0.57
1837,auxerre_avalon,40.5,-0.94
1838,auxerre_avalon,41,-1.75
1839,auxerre_avalon,30.5,-0.69
1840,auxerre_avalon,27.5,-1.02
1841,auxerre_avalon,31.5,-0.32
1842,auxerre_avalon,23,-0.27
1843,auxerre_avalon,47,-0.19
1844,auxerre_avalon,25.5,-1.2
1845,auxerre_avalon,40,-1.25
1846,auxerre_avalon,14,0.26
1847,auxerre_avalon,35,-0.61
1848,auxerre_avalon,32,-0.38
1849,auxerre_avalon,33,-0.71
1850,auxerre_avalon,40.5,-0.72
1851,auxerre_avalon,40,-0.34
1852,auxerre_avalon,36.5,-0.08
1853,auxerre_avalon,40.5,-1
1854,auxerre_avalon,39.5,-0.24
1855,auxerre_avalon,38,-1.43
1856,auxerre_avalon,36.5,-0.9
1857,auxerre_avalon,22,0.23
1858,auxerre_avalon,22,-0.2
1859,auxerre_avalon,23,0.48
1860,auxerre_avalon,45,-0.99
1861,auxerre_avalon,29,-0.24
1862,auxerre_avalon,25,-0.51
1863,auxerre_avalon,32,0.6
1864,auxerre_avalon,29,-1.22
1865,auxerre_avalon,11,-0.15
1866,auxerre_avalon,32,-0.08
1867,auxerre_avalon,31.5,-0.96
1868,auxerre_avalon,12,0.55
1869,auxerre_avalon,24.5,-0.17
1870,auxerre_avalon,15,-0.93
1871,auxerre_avalon,32,-1.47
1872,auxerre_avalon,29,0.52
1873,auxerre_avalon,33,0.06
1874,auxerre_avalon,17.5,-0.22
1875,auxerre_avalon,25,-1.02
1876,auxerre_avalon,34.5,-0.55
1877,auxerre_avalon,31.5,-0.56
1878,auxerre_avalon,34,-0.24
1879,auxerre_avalon,48.5,-1.52
1892,beaujolais_maconnais,13,-0.9
1893,beaujolais_maconnais,-6,-0.5
1894,beaujolais_maconnais,15,-0.07
1895,beaujolais_maconnais,15,-0.74
1896,beaujolais_maconnais,24,-0.49
1897,beaujolais_maconnais,19,-0.08
1898,beaujolais_maconnais,26,0.2
1899,beaujolais_maconnais,19,-0.14
1900,beaujolais_maconnais,18,-0.08
1901,beaujolais_maconnais,10,-0.53
1902,beaujolais_maconnais,27,-1.11
1903,beaujolais_maconnais,30,-0.1
1904,beaujolais_maconnais,9,-0.16
1905,beaujolais_maconnais,15,-0.35
1906,beaujolais_maconnais,8,-0.01
1907,beaujolais_maconnais,24,-0.58
1908,beaujolais_maconnais,13,-0.7
1909,beaujolais_maconnais,27,-1.07
1911,beaujolais_maconnais,9,0.38
1912,beaujolais_maconnais,17,-0.54
1914,beaujolais_maconnais,26,0.08
1915,beaujolais_maconnais,13,-0.78
1916,beaujolais_maconnais,29,-0.2
1917,beaujolais_maconnais,13,-0.95
1918,beaujolais_maconnais,24,-0.14
1919,beaujolais_maconnais,22,-0.99
1929,beaujolais_maconnais,18,-0.67
1930,beaujolais_maconnais,22,0.4
1931,beaujolais_maconnais,14,-0.67
1932,beaujolais_maconnais,29,0.02
1933,beaujolais_maconnais,15,-0.41
1934,beaujolais_maconnais,4,0.92
1935,beaujolais_maconnais,16,0.02
1936,beaujolais_maconnais,19,0.1
1937,beaujolais_maconnais,8,0.28
1939,beaujolais_maconnais,27,-0.01
1940,beaujolais_maconnais,19,-1.24
1941,beaujolais_maconnais,27,-1.03
1942,beaujolais_maconnais,14,-0.8
1943,beaujolais_maconnais,5,0.65
1944,beaujolais_maconnais,18,0.01
1945,beaujolais_maconnais,1,0.56
1946,beaujolais_maconnais,17,-0.03
1947,beaujolais_maconnais,6,0.32
1948,beaujolais_maconnais,15,0.58
1949,beaujolais_maconnais,12,0.88
1950,beaujolais_maconnais,9,0.31
1951,beaujolais_maconnais,30,0.09
1952,beaujolais_maconnais,6,-0.18
1953,beaujolais_maconnais,11,0.31
1954,beaujolais_maconnais,25,-0.48
1955,beaujolais_maconnais,23,-0.22
1956,beaujolais_maconnais,38,-1.19
1957,beaujolais_maconnais,21,0.17
1958,beaujolais_maconnais,26,-0.14
1959,beaujolais_maconnais,10,0.54
1960,beaujolais_maconnais,12,-0.02
1961,beaujolais_maconnais,39,0.67
1962,beaujolais_maconnais,26,-0.67
1963,beaujolais_maconnais,31,-0.81
1964,beaujolais_maconnais,15,-0.08
1965,beaujolais_maconnais,34,-0.69
1966,beaujolais_maconnais,16,-0.04
1967,beaujolais_maconnais,28,0.22
1968,beaujolais_maconnais,27,-0.2
1969,beaujolais_maconnais,30,-0.38
1970,beaujolais_maconnais,25,-0.32
1971,beaujolais_maconnais,18,-0.08
1972,beaujolais_maconnais,28,-0.25
1973,beaujolais_maconnais,21,-0.01
1974,beaujolais_maconnais,23,0.14
1975,beaujolais_maconnais,25,0.39
1976,beaujolais_maconnais,6,-0.08
1662,bordeaux,19.5,0.13
1663,bordeaux,28.5,-0.44
1665,bordeaux,21.5,-0.73
1666,bordeaux,12.8,0.03
1675,bordeaux,60,-1.63
1691,bordeaux,21,-1.34
1696,bordeaux,34.5,-0.99
1697,bordeaux,19.5,-1.46
1698,bordeaux,46.5,-1.84
1699,bordeaux,25.5,-0.68
1733,bordeaux,22,0.61
1735,bordeaux,42,0.46
1736,bordeaux,18,0.35
1737,bordeaux,15,0.32
1738,bordeaux,30,0.49
1741,bordeaux,14,-0.19
1746,bordeaux,30,-0.67
1747,bordeaux,26,-0.18
1749,bordeaux,31,-0.13
1750,bordeaux,25,0.31
1751,bordeaux,36,-0.91
1752,bordeaux,33.5,0.14
1753,bordeaux,27.8,-0.89
1754,bordeaux,43.4,-0.87
1755,bordeaux,25.8,-0.83
1756,bordeaux,37,-0.29
1757,bordeaux,31,0.05
1758,bordeaux,39,-0.74
1759,bordeaux,23,0.32
1760,bordeaux,20,-0.21
1761,bordeaux,20,0.65
1762,bordeaux,18,0.12
1763,bordeaux,34,-0.15
1764,bordeaux,24,0.4
1765,bordeaux,32,-0.03
1766,bordeaux,35,0.24
1767,bordeaux,32.5,-0.43
1768,bordeaux,27,-0.53
1769,bordeaux,28,-0.32
1770,bordeaux,42,-0.18
1771,bordeaux,25,-1.02
1772,bordeaux,22,-0.26
1773,bordeaux,36.5,0.83
1774,bordeaux,28,-0.59
1775,bordeaux,25,0.9
1776,bordeaux,33,-0.25
1777,bordeaux,38,-0.62
1778,bordeaux,29,-0.1
1779,bordeaux,27,1.08
1780,bordeaux,26,-0.59
1781,bordeaux,21,0.38
1782,bordeaux,27,-1.24
1783,bordeaux,19,0.01
1784,bordeaux,20,-1.76
1785,bordeaux,15,-1.68
1786,bordeaux,22,-1.7
1787,bordeaux,34,-0.31
1788,bordeaux,11.5,-1.08
1789,bordeaux,37,-0.39
1790,bordeaux,23,-0.24
1791,bordeaux,26,0.31
1792,bordeaux,28,-0.43
1795,bordeaux,26.3,-0.71
1796,bordeaux,31.3,0.02
1797,bordeaux,29.8,0.52
1798,bordeaux,26.8,0.16
1799,bordeaux,27.8,-1.85
1800,bordeaux,23.8,-0.47
1801,bordeaux,14.3,0.19
1802,bordeaux,22,-0.3
1803,bordeaux,25.2,-0.92
1804,bordeaux,14.2,-0.35
1805,bordeaux,22.2,-1.38
1806,bordeaux,20.2,-0.28
1807,bordeaux,11.3,-0.66
1808,bordeaux,13,-1.15
1809,bordeaux,28.7,-1.32
1810,bordeaux,19.3,-1.26
1811,bordeaux,13.2,0.1
1812,bordeaux,21.3,-1.77
1813,bordeaux,34.2,-0.54
1814,bordeaux,29.2,-1.66
1815,bordeaux,25.2,-0.7
1816,bordeaux,57.2,-1.54
1817,bordeaux,33.2,-0.48
1818,bordeaux,16.2,0.17
1819,bordeaux,21.2,-0.01
1820,bordeaux,27.2,-0.97
1821,bordeaux,33.2,-0.27
1822,bordeaux,-5.8,0.78
1823,bordeaux,36.6,-0.66
1824,bordeaux,33.6,0.07
1825,bordeaux,9.7,-0.07
1826,bordeaux,18.5,0.51
1827,bordeaux,18.5,-0.09
1828,bordeaux,15.3,-0.12
1829,bordeaux,25.3,-1.85
1830,bordeaux,15.6,-0.6
1831,bordeaux,13.4,-0.12
1832,bordeaux,20.5,-0.76
1833,bordeaux,20.7,-0.28
1834,bordeaux,9,0.51
1835,bordeaux,24,-0.55
1836,bordeaux,23.8,-0.57
1837,bordeaux,25.8,-0.94
1838,bordeaux,29.3,-1.75
1839,bordeaux,26.3,-0.69
1840,bordeaux,18.6,-1.02
1841,bordeaux,19.3,-0.32
1842,bordeaux,21.8,-0.27
1843,bordeaux,36.3,-0.19
1844,bordeaux,14.8,-1.2
1845,bordeaux,38.1,-1.25
1846,bordeaux,14.3,0.26
1847,bordeaux,25.3,-0.61
1848,bordeaux,19.8,-0.38
1849,bordeaux,21,-0.71
1850,bordeaux,29.2,-0.72
1851,bordeaux,26.9,-0.34
1852,bordeaux,24.3,-0.08
1853,bordeaux,39.2,-1
1854,bordeaux,35,-0.24
1855,bordeaux,36.8,-1.43
1856,bordeaux,29.9,-0.9
1857,bordeaux,19,0.23
1858,bordeaux,20,-0.2
1859,bordeaux,22,0.48
1860,bordeaux,28,-0.99
1861,bordeaux,21.8,-0.24
1862,bordeaux,19,-0.51
1863,bordeaux,23.1,0.6
1864,bordeaux,17.2,-1.22
1865,bordeaux,6.2,-0.15
1866,bordeaux,20.8,-0.08
1867,bordeaux,18.3,-0.96
1868,bordeaux,6.4,0.55
1869,bordeaux,14.9,-0.17
1870,bordeaux,10.2,-0.93
1871,bordeaux,22.2,-1.47
1872,bordeaux,25.8,0.52
1873,bordeaux,22.8,0.06
1874,bordeaux,15,-0.22
1875,bordeaux,23.2,-1.02
1876,bordeaux,29,-0.55
1877,bordeaux,26,-0.56
1878,bordeaux,24,-0.24
1879,bordeaux,44.2,-1.52
1880,bordeaux,22.6,-0.26
1881,bordeaux,21.1,-1.06
1882,bordeaux,25.1,-0.07
1883,bordeaux,29.6,-0.61
1884,bordeaux,25.1,-0.22
1885,bordeaux,26.1,-0.73
1886,bordeaux,24.6,-0.44
1887,bordeaux,24.6,-0.93
1888,bordeaux,32.1,-1.59
1889,bordeaux,35.6,-0.87
1890,bordeaux,31.1,-0.69
1891,bordeaux,34.6,-0.78
1892,bordeaux,17.6,-0.9
1893,bordeaux,-12.4,-0.5
1894,bordeaux,28.1,-0.07
1895,bordeaux,21.1,-0.74
1896,bordeaux,16.1,-0.49
1897,bordeaux,15.6,-0.08
1898,bordeaux,20.1,0.2
1899,bordeaux,21.1,-0.14
1900,bordeaux,18.1,-0.08
1901,bordeaux,10.6,-0.53
1902,bordeaux,20.6,-1.11
1903,bordeaux,22.1,-0.1
1904,bordeaux,15.1,-0.16
1905,bordeaux,13.6,-0.35
1906,bordeaux,11.6,-0.01
1907,bordeaux,22.1,-0.58
1908,bordeaux,14.1,-0.7
1909,bordeaux,22.1,-1.07
1910,bordeaux,36.4,-0.14
1911,bordeaux,14.4,0.38
1912,bordeaux,19.4,-0.54
1913,bordeaux,22.9,0.06
1914,bordeaux,19.1,0.08
1915,bordeaux,19.1,-0.78
1916,bordeaux,24.1,-0.2
1917,bordeaux,16.1,-0.95
1918,bordeaux,22.1,-0.14
1919,bordeaux,19.1,-0.99
1920,bordeaux,18.9,0.39
1921,bordeaux,13.1,0.6
1922,bordeaux,10.9,-0.93
1923,bordeaux,26.1,-0.49
1924,bordeaux,15.9,-0.52
1925,bordeaux,28.9,-0.31
1926,bordeaux,23.4,0.07
1927,bordeaux,19.4,-0.28
1928,bordeaux,17.4,-0.04
1929,bordeaux,22.1,-0.67
1930,bordeaux,26.4,0.4
1931,bordeaux,20.1,-0.67
1932,bordeaux,39.9,0.02
1933,bordeaux,20.1,-0.41
1934,bordeaux,16.1,0.92
1935,bordeaux,24.1,0.02
1936,bordeaux,31.1,0.1
1937,bordeaux,19.1,0.28
1938,bordeaux,24.7,0.45
1939,bordeaux,26.2,-0.01
1940,bordeaux,24.4,-1.24
1941,bordeaux,24.9,-1.03
1942,bordeaux,21.1,-0.8
1943,bordeaux,14.7,0.65
1944,bordeaux,20.9,0.01
1945,bordeaux,8.9,0.56
1946,bordeaux,29.8,-0.03
1947,bordeaux,13.1,0.32
1948,bordeaux,20.8,0.58
1949,bordeaux,26.1,0.88
1950,bordeaux,17.1,0.31
1951,bordeaux,34.1,0.09
1952,bordeaux,16.1,-0.18
1953,bordeaux,28.8,0.31
1954,bordeaux,35.4,-0.48
1955,bordeaux,25.1,-0.22
1956,bordeaux,39.2,-1.19
1957,bordeaux,29.1,0.17
1958,bordeaux,35.4,-0.14
1959,bordeaux,20.6,0.54
1960,bordeaux,13.4,-0.02
1961,bordeaux,14.6,0.67
1962,bordeaux,30.7,-0.67
1963,bordeaux,33.1,-0.81
1964,bordeaux,25.1,-0.08
1965,bordeaux,30.6,-0.69
1966,bordeaux,22.5,-0.04
1967,bordeaux,22.2,0.22
1968,bordeaux,24.3,-0.2
1969,bordeaux,23.5,-0.38
1970,bordeaux,26.5,-0.32
1971,bordeaux,26.6,-0.08
1972,bordeaux,36.1,-0.25
1973,bordeaux,24.9,-0.01
1974,bordeaux,26.6,0.14
1975,bordeaux,24.1,0.39
1976,bordeaux,11.7,-0.08
1977,bordeaux,34.4,0.07
1978,bordeaux,35.2,-0.46
1979,bordeaux,29.7,-0.28
1980,bordeaux,34.7,-0.46
1981,bordeaux,24.2,-0.05
1982,bordeaux,14.7,0.51
1983,bordeaux,27.2,0.64
1984,bordeaux,27.2,-0.1
1985,bordeaux,23.7,-0.43
1986,bordeaux,27.7,-0.1
1987,bordeaux,28.7,-0.26
1988,bordeaux,27.2,0.67
1989,bordeaux,1.2,1.18
1990,bordeaux,9.2,1.22
1991,bordeaux,25.7,0.21
1992,bordeaux,19.7,0.89
1993,bordeaux,17.2,0.26
1994,bordeaux,13.2,1.32
1995,bordeaux,13.2,0.87
1996,bordeaux,17.7,-0.22
1997,bordeaux,12.7,0.98
1998,bordeaux,15.7,0.76
1999,bordeaux,4.2,1.09
2000,bordeaux,15.7,1.21
2001,bordeaux,18.7,0.95
2002,bordeaux,26.7,1.22
2003,bordeaux,-4.3,1.28
2004,bordeaux,11.1,0.79
2005,bordeaux,-4.9,0.75
2006,bordeaux,16.1,1.29
1655,burgundy,23,-0.13
1656,burgundy,26,0
1657,burgundy,22,0.18
1658,burgundy,29,-0.14
1659,burgundy,10,-0.21
1660,burgundy,8,-0.05
1661,burgundy,12,0.45
